EEN44XM,"ADVANCED PLACEMENT ENGLISH LITERATURE: SCIENCE, MEDICINE, AND LITERATURE","Senior English starts with a unit on college essay writing featuring supplements and resulting in a collection of polished college essays, drafted with support from teachers of seniors in SGI. This AP Literature course prepares students for success on the AP Literature exam in May. This course will explore the emergence of modern understandings of science and medicine through the humanistic lenses of literature and the arts, and holds particular relevance for students who plan a career in science or medicine. Students engage in six units of study, each of which may include historical scientific texts, novels, poetry, short stories and/or nonfiction works that help explore the emergence of modern science and medicine, as well as question how both have prioritized and centered the dominant culture in ways that continue to trouble both the medical and scientific establishments. Units will include Readings in the History of Science and Medicine; The Price of Knowledge in the Age of Discovery; Medical History and Public Health; Science and Exclusion; Lived Experiences; and Technology and Horror. Students will work frequently on group projects that will build critical reading, thinking, and writing abilities. Anchor texts may include major texts in the history of science by Darwin, Newton, Lyell, and others; Faust, King Lear, Zero: The Biography of a Dangerous Idea; A Journal of the Plague Year; The Ghost Map; Heart and Science; poetry and artwork by William Blake and others; Medical Bondage; The STEM Gap; The Immortal Life of Henrietta Lacks; My Year of Rest and Relaxation; When Breath Becomes Air; Emergence: Labeled Autistic; The Spirit Catches You and You Fall Down; In Hospital; The Time Machine; Kindred; Do Androids Dream of Electric Sheep; and Alien.",english,(5 periods per week for 1 year-Qualified Entry Course- 92% on most recent term of English; 90% in all prior terms of English required),AP,,
EJN11QNM,JOURNALISM WORKSHOP: NEWSPAPER & YEARBOOK,"This is an elective minor for sophomores, juniors, and seniors who would like to learn how to produce two award-winning publications, our school's yearbook, The Observatory, and our school's newspaper, The Science Survey, and are interested in creative writing, journalistic writing, and the art of photography. Students will develop marketable skills in layout and design (using the design industry standard, Adobe Creative Suite: InDesign CC and Photoshop CC), creative and journalistic writing, editing, proofreading, journalistic photography, time management, and advertising. Students must exhibit creativity, organization, and responsibility, and they must have skills in photography and writing. Even for those not interested in pursuing journalism as a future career, the class offers an invaluable opportunity to master interviewing and reporting skills, the ability to write and speak clearly for a particular audience, and the chance to learn how a variety of professionals conduct research and collaborate for numerous purposes (e.g. business, advertising, and desktop publishing). Traditional photography principles such as the art of composition; adjusting white balance, aperture, and shutter speed; and the history of photography, will be taught. All participants will be expected to work outside of class and to meet after school during certain times of the year. In addition to individual responsibilities, all participants have a duty to the entire student body and to the school to produce newspaper articles and a printed yearbook of the highest quality. The Journalism Workshop is a very rewarding experience for students who are willing to work hard. Students are especially encouraged to join the Journalism Workshop during their sophomore or junior year, as they are most likely to receive leadership positions during their senior year, if they make a two year or three year commitment to the program. Interested applicants should contact Mr. Thorp.",english,(5 periods per week for 1 year –Qualified Entry required – Additional Minor),,,
EJN11QND,YEARBOOK GRAPHIC DESIGN STUDIO WORKSHOP,"This is an elective minor for sophomores, juniors, and seniors with a focus on Graphic Design and Photography. Graphic Design is the art and technique of using both text and images to effectively communicate a message. Students will focus on the principles and elements of graphic design in the development of visual ideas for our award-winning yearbook, The Observatory, using state-of-the-art computers, software, and Nikon cameras in the Yearbook Graphic Design Studio class. They will learn the industry-standard design programs in Adobe Creative Suite (Adobe CC version), including InDesign, Photoshop, and Illustrator. After learning the basics of graphic design, students will apply their graphic design, photography, and compositional skills towards designing all of the spreads in the yearbook. Color theory, typography, promotional advertising, pre-press, and page layout are some of the concepts which will be explored. Students will also work on designing other school publications when the need arises, and work on web design and content for Bronx Science’s online newspaper. Students will also learn the basics of journalistic photography, becoming acquainted with - 13 - professional Nikon Digital SLR cameras and lenses (including prime lenses), studio lighting, and digital correction, and will learn the basics of Adobe Photoshop CC. Digital photography assignments will expose students to the full range of photojournalism. The objective of this fundamental program is to strengthen a student's visual acuity and to enhance conceptual and creative thinking.",english,(5 periods per week for 1 year – Qualified Entry required – Additional Minor),,,
EQN11,STUDIES IN SONG: TRADITION AND INNOVATION,"This yearlong English elective minor for sophomores, juniors and seniors, is a writing-intensive, portfolio-based exploration of contemporary popular music and its many traditional sources. Beginning with T.S. Eliot and Harold Bloom’s competing and complementary theories of tradition and influence in poetry, the course uncovers the origins and trajectories of lyric-driven music, with crucial units on the English ballad stanza (ancestor of both the folk and country genres) and the dynamic international language of “pop.” In each genre-based unit, students will compose their own songs as they study the conventions and interlocking histories of diverse musical composition and performance in the Anglosphere. By treating song lyrics as high art and literature–which both the Nobel and Pulitzer committees have encouraged society to do in the 21st century–this course will examine and critique various lyrical traditions (including a glance at ancient Greek and Roman lyric poetry) as it demands a rigorous application of the creative process to its frequent writing assignments. Students at all prior musical levels will learn how words and melody combine to form a song in a variety of genres and forms, from AAB Blues to Hip-Hop's numbered bars. The course will emphasize meaningful qualitative feedback, which will encourage students to be self-determined and self-motivated songwriters. As identity and culture have been at the forefront of all music since its origins, this course will allow students to explore these pillars of the Humanities classroom through the lens of personalized creative work. The course will culminate with a final songbook that students compile from their songs of various genres and forms composed throughout the course, inspired by definitive collected editions of the works of major songwriters as well as the archival song books that have revealed the creative process of many of our greatest lyricists.",english,(5 periods per week for 1 year – Open Enrollment course),,,
EEN11QFF,SCIENCE FICTION AND FANTASY,"This is an elective that may be taken by juniors or seniors (including a first unit on college essays for seniors) as a replacement for or in addition to their required English course.This course engages students in genre-specific course work that explores the intersections of science fiction, fantasy, ethics and imagination. Students engage in six units of study on speculative fiction texts from throughout the literary canon, with emphasis on the period spanning from the end of the Industrial Revolution, when science fiction began to gain traction, to the present day. They will develop their writing skills through creative writing modeled after the genres that they will gain an in-depth understanding of, as well as research synthesizing literary interpretation with contemporary issues of scientific and artistic innovation. Anchor texts may include: The Time Machine, Frankenstein, The Hobbit, Androids Dream of Electric Sheep, Clockwork Orange, Kindred, The Left Hand of Darkness, The Elephant Man, Parable of the Sower, Brave New World, Dune, Dracula, Carmilla, Dr. Jekyll and Mr. Hyde, The House of Spirits or 100 Years of Solitude. Each unit tackles the essential question: How does speculative - 14 - fiction allow us to both inhabit and create different worlds?",english,(5 periods per week for 1 year – Open Enrollment course),,,
HGN21,GLOBAL HISTORY 1,"This course is the first of a 2-year sequence that satisfies the New York State Global Studies requirement. The course covers world history from prehistoric times to 1750. The Global History curriculum is designed to focus on common themes that recur across time and place over eight historical periods. The curriculum provides students with the opportunity to explore what is happening in various regions and civilizations at a given time. In addition, it enables students to investigate issues and themes from multiple perspectives and make global connections and linkages that lead to in-depth understanding.",social studies,(5 periods per week for 1 year – Open Enrollment Course),,,
HGN22,GLOBAL HISTORY 2,"This course covers world history from 1750 to contemporary times. Some of the topics included in the first term are the revolutions of the early nineteenth century, economic and social changes, nationalism, imperialism, World War I, and the Russian Revolution. Issues covered in the second term include fascism, World War II, the Cold War, Post- World War II economics, the Chinese Communist Revolution, Post- World War II Africa, Post WWII South East Asia, Latin America, the collapse of communism and the break-up of the Soviet Union and current world affairs including human rights and the environment. Students enrolled in this class take the Global History Regents Exam in June.",social studies,(5 periods per week for 1 year – Open Enrollment Course),,,
HGN22XE,ADVANCED PLACEMENT EUROPEAN HISTORY,"This sophomore course focuses on European history and covers the period from 1400 to contemporary times. It replaces sophomore Global History. The class will be conducted primarily in discussion fashion but may include lectures, panel discussions, and debates. Considerable attention will be paid to developing writing and interpretive skills for test essays and for research. All students enrolled in this class will take the New York State Global History Regents Exam in June and are eligible to take the Advanced Placement exam in May.",social studies,(5 periods per week for 1 year - Qualified Entry Required),AP,,
HGN22XW,ADVANCED PLACEMENT WORLD HISTORY,"AP World History is an introductory college-level modern world history course. Students cultivate - 16 - their understanding of world history from 1200 CE to the present through analyzing historical sources and learning to make connections and craft historical arguments as they explore concepts like humans and the environment, cultural developments and interactions, governance, economic systems, social interactions and organization, and technology and innovation. This course replaces sophomore Global History. Students will take the Global History Regents Exam in June and are eligible to take the AP World History AP Exam in May.",social studies,(5 periods per week for 1 year - Qualified Entry Required),AP,,
HUN11,U.S. HISTORY AND GOVERNMENT,"US History begins with the colonial and constitutional foundations of the United States and explores the government structure and functions written in the Constitution. The development of the nation and the political, social, and economic factors that led to the challenges our nation faced in the Civil War are addressed. Industrialization, urbanization, and the accompanying challenges are examined, along with America’s emergence as a world power, the two world wars of the 20th century, and the Cold War. Students explore the expansion of the federal government, the threat of terrorism, and the place of the United States in an increasingly globalized and interconnected world.",social studies,(5 periods per week for 1 year – Open Enrollment Course),,,
HUN11X,ADVANCED PLACEMENT US HISTORY,"AP U.S. History focuses on developing students’ understanding of American history from approximately 1491 to the present. Students investigate the content of U.S. history for significant events, individuals and developments. Students develop and use the same thinking skills and methods (analyzing primary and secondary sources, making historical comparisons, chronological reasoning, and argumentation) employed by historians when they study the past. This course prepares students to take the AP US History Examination in May. In addition, the course prepares students for the United States History and Government Regents Exam in June.",social studies,(5 periods per week for 1 year - Qualified Entry Required),AP,,
HUN11XE,"ADVANCED PLACEMENT AMERICAN STUDIES, (AP US HISTORY: American Studies)","This interdisciplinary course will align the curricula of A.P. U.S. History and Government and A.P. English Language and Composition. Students will explore American history and literature from the country’s foundations through the present day and think critically about contemporary American culture and its origins. They will discuss how individuals develop identities and form communities, examine how writing inspires action, investigate how historical context influences - 17 - writers, and explore how concepts like racism, nativism, assimilation, class, and gender shape American life. In the process, students will analyze art and music and—most frequently—read challenging fiction and non-fiction sources. They will learn to write about these sources with care and precision. By May, students will be prepared to take both the A.P. English Language and A.P. United States History exams as well as the US History and Government Regents Exam. Students must take both HUN11XE and EEN43XH.",social studies,"(5 periods per week for 1 year – Qualified Entry Required, due to demand, qualified students are selected by lottery.)",AP,,
HFN11,Participation in Government with Economics,"Participation in government and in our communities is fundamental to the success of American democracy. This course provides students with opportunities to become engaged in the political process by acquiring the knowledge and practicing the skills necessary for active citizenship. Students will consider present local, national, and global circumstances from current events to illuminate key ideas and conceptual understandings. This course will examine the structure of government as well as opportunities for citizens to participate in it. During the spring term, this course will transition to Economics. The course examines the principles of the United States free market economy in a global context. Students will analyze the role of supply and demand in our economy. In addition, students will study changes to the workforce in the United States, and the role of entrepreneurs in our economy, as well as the effects of globalization. Students will also examine their individual responsibility for managing their personal finances.",social studies,(5 periods per week for 1 year – Open Enrollment Course),,,
HFN11XU,ADVANCED PLACEMENT UNITED STATES GOVERNMENT AND POLITICS WITH ECONOMICS,"The course begins by examining the basic principles that underlie how our federal government is designed. The role of political parties and interest groups is examined. Topics such as the differences in the way that citizens of different races and gender vote and issues surrounding the relationship between the branches of government will be examined by a series of case studies. Topics include campaign finance reform and its relationship to the First Amendment to the Constitution. The course will cover the Supreme Court and some of its recent decisions in the area of civil rights and civil liberties. Additional topics, lessons and assignments will satisfy the requirements for Economics, the Enterprise System and Finance. Students who take the course may take the AP Exam in May.",social studies,(5 periods per week for 1 year - Qualified Entry Required) (May also be taken as a 5th major or additional class – HFN11XU5/HFN21XU6),AP,,
HFN11XC,ADVANCED PLACEMENT COMPARATIVE GOVERNMENT AND - 18 - POLITICS WITH ECONOMICS,"The comparative politics course focuses on the governments and policies of six core countries: China, Great Britain, Mexico, Nigeria, Iran, and Russia. Throughout the course, students learn to make systematic comparisons and evaluate the different political systems involved. Students who are interested in a senior course that is explicitly focused on issues outside of the American context will find this course stimulating. Additional topics, lessons and assignments will satisfy the requirements for Participation in Government and Economics, the Enterprise System and Finance. Students who take the course may take the AP Exam in May.",social studies,(5 periods per week for 1 year - Qualified Entry Required) (May also be taken as a 5th major or additional class – HFN11XC5),AP,,
HFN11XW,ADVANCED PLACEMENT MICROECONOMICS WITH GOVERNMENT,"Microeconomics is the theory of the free market that focuses on how business owners and households make economic decisions. Additional topics, lessons and assignments will satisfy the requirements for Participation in Government. Students who take the course may take the AP Exam in May.",social studies,(5 periods per week for 1 year - Qualified Entry Required) (May also be taken as a 5th major or additional class – HFN11XW5/HFN11XW6),AP,,
HFN11XA,ADVANCED PLACEMENT MACROECONOMICS WITH GOVERNMENT,"Macroeconomics is the theory of the free market that looks at the economy as a whole. It includes national income and price determination, economic performance measures, economic growth and international economics. Money, banking, monetary policy and inflation are important topics. Additional topics, lessons and assignments will satisfy the requirements for Participation in Government. Students who take the course may take the AP Exam in May",social studies,(5 periods per week for 1 year - Qualified Entry Required) (May also be taken as a 5th major or additional – HFN11XA5/HFN11XA6),AP,,
HFN11XB,ADVANCED PLACEMENT ECONOMICS WITH GOVERNMENT,"This Advanced Placement course is taken in place of the regular senior social studies requirement and is an accelerated combination of both Advanced Placement economics courses. Upon completion of this course, students may take the Advanced Placement Microeconomics and Macroeconomics examinations. Additional topics, lessons and assignments will satisfy the requirements for Participation in Government.",social studies,(5 periods per week for 1 year - Qualified Entry Required) (May also be taken as a 5th major or additional – HFN11XB5/HFN11XB),AP,,
HPN11X,AP HUMAN GEOGRAPHY,"AP Human Geography introduces students to the systematic study of patterns and processes that have shaped human understanding, use, and alteration of Earth’s surface. Students employ spatial concepts and landscape analysis to examine socio-economic organization and its environmental consequences. They also learn about the methods and tools geographers use in their research and applications. Students who take the course may take the AP Exam in May",social studies,(5 periods per week for 1 year-Open Enrollment Course.) (Can count as a 5th major or as an additional course.),AP,,
HRN11,RACE AND GENDER,"This project-based humanities course will investigate the historical roots of persistent gender and racial hierarchies and inequalities in present-day America. The course will begin with a brief history of racial categorization and will examine a number of topics including but not limited to racial and ethnic identity, immigration, interracial marriage, residential segregation and educational stratification. Current events will play a major role in this course and students will be required to search and submit annotated articles on a weekly basis. These articles will be the topics of weekly Socratic seminars and presentations.",social studies,(5 periods per week for 1 year-Open Enrollment Course.) (Can count as either a 5th major or as an additional class.),,,
HQN11QMM,HOLOCAUST LEADERSHIP CLASS,The Holocaust Leadership elective is one of the most unique classes found in any high school in the world. Students selected for this course become participants in and representatives of Bronx Science’s internationally renowned Holocaust Museum. The leadership class meets one period each day and students must be willing to serve one additional period a day (arranged hours). Interested students should see the Advisor of the Holocaust Museum in Room 311 or the Social Studies Department Chairman in room 307D.,social studies,(5 periods per week in class – Qualified Entry required. Additional Minor only),,,
HQN11QD,SPEECH AND DEBATE LEADERSHIP,This leadership course is open to officers of the Bronx Science Speech and Debate Team. The focus of this class is to develop leadership skills which will allow the student officers to fulfill the responsibilities required for managing a “World-Class” Speech and Debate Team. Class time will be used for the head coaches and officers to discuss and review Policy and Lincoln-Douglas debate strategies as well as Individual Events techniques.,social studies,(5 periods per week for 1 year - Qualified Entry required – Additional Minor Only),,,
HQN11QJ,SOPHOMORE SOCIAL SCIENCE RESEARCH,"Students will develop an individual independent research project and write a formal research proposal, which they will present and defend during the spring semester. In addition, students will participate in a variety of individual and team projects and contests that will hone their problem-solving, data analysis and research skills. They will receive individual guidance at every stage of the process: narrowing down the areas of research that interest them, selecting, contacting, and interviewing with potential mentors, discipline-specific training in their area of research, including, writing a research proposal (during sophomore year), completing their research (during Junior year), and entering research competitions (during Senior year). Students are generally expected to devote part of the summer between their sophomore and junior year to working on their research project. It is expected that students who enroll in the research program will complete the three-year sequence.",research,(5 periods per week for one year –Qualified Entry required. Satisfies the 10th grade Foundational course requirement. See page 45 for list of all options.),,,
HQN21QJ,JUNIOR SOCIAL SCIENCE RESEARCH,"Students continue to work on their individual independent research projects. They present a research progress report during the fall semester and write a draft of their research paper in the spring semester. They continue to participate in a variety of individual and team projects and contests that will hone their problem-solving, data analysis and research skills. Students are expected to devote part of the summer between their junior and senior year to working on their research project.",research,(Up to 3 periods per week for one year – Qualified Entry required),,,
HQS65QJ,SENIOR SOCIAL SCIENCE RESEARCH,"Students complete their individual independent research projects. The product of the research work is the scientific research paper. Students will submit their papers to Regeneron STS, Terra NYC STEM Fair, JSHS, and other research competitions. Students will present a research seminar during the spring semester and provide mentorship to sophomore and junior research students.",research,(Up to 3 periods per week for one year – Qualified Entry required),,,
MCN11XA,ADVANCED PLACEMENT MATHEMATICS - CALCULUS AB,Calculus AB and Calculus BC are college-level courses offered to students who have completed four years of high school mathematics or the equivalent. Calculus BC is more extensive and more intensive than Calculus AB. Students may receive college credit and advanced standing in college placement depending upon the mark received on the required College Board Advanced Placement exam given in May.,mathematics,(5 periods per week for one year – Qualified Entry required),AP,,
MCN11XB,ADVANCED PLACEMENT MATHEMATICS - CALCULUS BC,Calculus AB and Calculus BC are college-level courses offered to students who have completed four years of high school mathematics or the equivalent. Calculus BC is more extensive and more intensive than Calculus AB. Students may receive college credit and advanced standing in college placement depending upon the mark received on the required College Board Advanced Placement exam given in May.,mathematics,(5 periods per week for one year – Qualified Entry required),AP,Prerequisite: *Precalculus (MPN11/MPN11H). Advanced Placement Calculus cannot be taken in addition to MCN11C – Calculus,
MSN11X,ADVANCED PLACEMENT STATISTICS,"The AP Computer Science course is the equivalent of an introductory computer science course offered at colleges and universities. Students will learn object-oriented programming through several structured projects in the Java programming language. Topics include basic programming concepts, such as basic program design, variable declaration, method design, loops, control structures, recursion, and classes and data structures.",mathematics,(5 periods per week for one year – Qualified Entry required),AP,Prerequisites: MRN11 OR Prerequisite or Corequisite: MRN11H,
MKN11X,ADVANCED PLACEMENT COMPUTER SCIENCE A (JAVA),"The AP Computer Science course is the equivalent of an introductory computer science course offered at colleges and universities. Students will learn object-oriented programming through several structured projects in the Java programming language. Topics include basic programming concepts, such as basic program design, variable declaration, method design, loops, control structures, recursion, and classes and data structures.",mathematics,(5 periods per week for one year – Qualified Entry required),AP,Prerequisites: MRN11 OR Prerequisite or corequisite: MRN11H,
MCN11UM,MULTIVARIABLE CALCULUS,"This course extends the limit, differentiation, and integrations concepts of first-year calculus to more than one independent variable functions. Some topics covered are the geometry of space, vector-valued functions, tangential and normal components of acceleration, cylindrical coordinates, spherical coordinates, curvature, Kepler’s Laws, functions of several variables, increments and differentials, directional derivatives, partial derivatives, Lagrange multipliers, multiple integrals, surface area, vector calculus, line integrals, Green’s theorem, curl and divergence, surface integrals, the divergence theorem, and Stokes theorem. Students will solve problems through traditional analysis and 2D and 3D web-based graphic tools. Some applications include proving theorems from Euclidean geometry using vectors, analysis of Magnus forces, Cobb-Douglas production function, static equilibrium, analysis of sags in beams used in construction. The applications of concepts are made as visual as possible through technology.",mathematics,(5 periods per week for one year – Qualified Entry required),POST AP,Prerequisite or corequisite: AP Calculus BC (MCN11XB) OR Prerequisite: AP Calculus AB (MSN11XA),
MQN11UA,LINEAR ALGEBRA AND DIFFERENTIAL EQUATIONS,"Students will gain experience using differential equations to explore various phenomena such as electric fields, forensic evidence, drug metabolism, predator-prey interactions, electrical circuits, chemical reactions, and chaotic motion. Students will learn to solve systems of linear equations using matrices leading to the development of vector spaces. Analytic methods will help explore solutions to first and second-order differential equations. Computational software and graphing calculators will also be extensively used. Students interested in pursuing careers in math, physics, engineering (electrical, civil, aerospace, chemical), and medical research would benefit greatly from taking this course",mathematics,(5 periods per week for one year – Qualified Entry required),POST AP,Prerequisite or corequisite: AP Calculus AB (MSN11XA) or AP Calculus BC (MCN11XB),
